event_id,user_id,timestamp,event_type,m13_risk_score,m13_risk_level,m13_attack_prediction,m13_detection_confidence,m14_attack_stage,m14_suspicious_event,m14_campaign_id,campaign_event_count,campaign_users,campaign_stages,campaign_duration_minutes,campaign_progression_score,campaign_risk_score,campaign_risk_level,campaign_confidence,attack_chain_detected,m14_final_risk_score,m14_final_risk_level,m14_campaign_explanation,m14_recommended_action
E000702,U016,,transaction,1.17,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.17,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000198,U018,,transaction,1.17,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.17,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000719,U008,,transaction,1.16,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.16,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000714,U004,,transaction,1.16,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.16,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000217,U008,,transaction,1.15,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.15,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000735,U020,,transaction,1.15,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.15,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000051,U004,,transaction,1.13,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.13,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000416,U016,,transaction,1.13,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.13,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000429,U010,,file_access,1.13,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.13,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000277,U018,,transaction,1.13,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.13,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000656,U020,,transaction,1.13,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.13,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000152,U020,,transaction,1.13,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.13,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000437,U008,,transaction,1.13,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.13,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000560,U016,,transaction,1.13,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.13,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000044,U016,,transaction,1.12,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.12,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000133,U018,,transaction,1.12,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.12,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000649,U008,,file_access,1.1,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.1,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000391,U011,,file_access,1.1,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.1,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000736,U003,,transaction,1.08,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.08,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000114,U007,,file_access,1.04,LOW,0,0.12,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.04,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000607,U001,,file_access,1.04,LOW,0,0.12,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.04,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000711,U018,,file_access,1.04,LOW,0,0.12,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.04,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000638,U007,,transaction,0.98,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.98,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000407,U001,,file_access,0.92,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.92,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000432,U005,,file_access,0.92,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.92,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000402,U007,,file_access,0.92,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.92,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000254,U007,,file_access,0.92,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.92,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000148,U010,,file_access,0.92,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.92,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000331,U017,,file_access,0.92,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.92,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000113,U011,,file_access,0.92,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.92,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000424,U010,,file_access,0.92,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.92,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000022,U017,,file_access,0.92,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.92,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000140,U010,,file_access,0.92,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.92,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000047,U002,,transaction,0.89,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.89,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000334,U007,,transaction,0.86,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.86,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000619,U018,,file_access,0.84,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.84,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000038,U017,,file_access,0.84,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.84,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000130,U017,,file_access,0.84,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.84,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000108,U001,,file_access,0.84,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.84,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000072,U020,,file_access,0.84,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.84,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000474,U009,,file_access,0.84,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.84,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000728,U008,,file_access,0.84,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.84,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000067,U005,,file_access,0.84,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.84,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000031,U014,,file_access,0.84,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.84,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000251,U004,,file_access,0.84,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.84,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000557,U016,,file_access,0.84,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.84,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000687,U009,,file_access,0.84,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.84,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000700,U007,,file_access,0.84,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.84,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000704,U004,,file_access,0.84,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.84,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000476,U017,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000626,U018,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000465,U002,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000145,U010,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000644,U010,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000637,U017,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000546,U014,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000479,U014,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000126,U011,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000621,U007,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000401,U011,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000492,U005,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000147,U005,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000149,U003,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000208,U003,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000269,U016,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000397,U016,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000390,U011,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000409,U009,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000434,U008,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000037,U001,,file_access,0.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000115,U007,,file_access,0.54,LOW,0,0.12,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000433,U005,,file_access,0.41,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.41,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000698,U014,,file_access,0.41,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.41,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000399,U014,,file_access,0.33,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000635,U017,,file_access,0.33,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000356,U008,,file_access,0.33,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000413,U018,,file_access,0.33,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000107,U014,,file_access,0.33,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000353,U020,,file_access,0.33,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000650,U008,,file_access,0.32,LOW,0,0.12,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.32,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000345,U009,,file_access,0.3,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.3,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000579,U005,,file_access,0.3,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.3,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000696,U014,,file_access,0.3,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.3,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000030,U016,,file_access,0.3,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.3,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000063,U010,,file_access,0.3,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.3,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000490,U010,,file_access,0.3,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.3,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000025,U002,,file_access,0.3,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.3,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000289,U010,,file_access,0.3,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.3,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000195,U017,,file_access,0.3,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.3,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000505,U020,,file_access,0.3,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.3,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000321,U011,,file_access,0.3,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.3,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000325,U007,,file_access,0.3,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.3,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000578,U003,,file_access,0.28,LOW,0,0.12,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.28,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000506,U020,,file_access,0.23,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.23,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000568,U010,,file_access,0.15,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.15,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000215,U020,,file_access,0.15,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.15,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000050,U009,,file_access,0.15,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.15,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000333,U018,,file_access,0.15,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.15,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000703,U002,,file_access,0.15,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.15,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000268,U017,,file_access,0.15,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.15,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000575,U008,,file_access,0.15,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.15,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000701,U002,,file_access,0.12,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.12,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000544,U001,,file_access,0.12,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.12,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000732,U020,,file_access,0.12,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.12,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000633,U017,,file_access,0.12,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.12,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000494,U005,,file_access,0.12,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.12,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000652,U005,,transaction,0.12,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.12,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000318,U004,,file_access,0.12,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.12,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000734,U010,,file_access,0.12,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.12,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000574,U003,,file_access,0.12,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.12,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000349,U008,,file_access,0.12,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.12,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000291,U008,,file_access,0.12,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.12,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000358,U003,,file_access,0.12,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.12,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000046,U018,,file_access,0.12,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.12,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000199,U018,,file_access,0.12,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.12,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000615,U018,,file_access,0.12,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.12,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000486,U018,,file_access,0.12,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.12,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000550,U018,,file_access,0.12,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,0.12,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
